MAE,MSE,RMSE,MAPE,R2_Score
0.9579172566136466,1.8728515343712957,1.3685216601761536,5.452771058875343,0.9677229426788783
1.4098438747564381,3.8802190853972904,1.9698271714537015,8.090480627495642,0.9331771536428488
1.4123218472587602,3.8949848923645116,1.9735716081167443,8.118326018927371,0.9329228656172002
1.9490978992799584,7.316612452157804,2.704923742392344,12.026623006459905,0.8789232712819892
